Locality,Name,Street_Address,Acres,Building_Sq_Ft,Construction_Type,Build_Status,Lat,Long,Date_Updated,Lat1
Loudoun County,CYXTERA COLOCATION,21110 RIDGETOP CIR,8.49,"135,500",Complete,Existing,39.0248014,-77.41233467,4/10/2024,39.0248014
Loudoun County,Vantage V2 Campus 22318 Glenn Drive,22435 GLENN DR  ,18.44,"565,680",Complete,Existing,38.99797264,-77.43019022,4/10/2024,38.99797264
Loudoun County,CPUS STERLING LP,45900 PATHFINDER PLZ,33.04,"441,780",Complete,Existing,38.98774634,-77.4108618,4/10/2024,38.98774634
Loudoun County,23005 INTERNATIONAL DR,23005 INTERNATIONAL DR,8.3,"169,960",Complete,Existing,38.97999809,-77.42562186,4/10/2024,38.97999809
Loudoun County,22945 INTERNATIONAL DR AWS,22945 INTERNATIONAL DR,17.41,"147,900",Complete,Existing,38.98215669,-77.42751353,4/10/2024,38.98215669
Loudoun County,DULLES NCP LLC,22916 INTERNATIONAL DR,13,"203,200",Complete,Existing,38.98239872,-77.42485244,4/10/2024,38.98239872
Loudoun County,WATERSIDE AWS,22900 PLATFORM PLZ,73.9,"976,046",Complete,Existing,38.98124896,-77.4179307,4/10/2024,38.98124896
Loudoun County,NV-4 CYRUSONE LLC,"22811 INTERNATIONAL DR",9.95,"128,500",Complete,Existing,38.98468471,-77.42581523,4/10/2024,38.98468471
Loudoun County,IAD2 Evoque Cyxtera,22810 INTERNATIONAL DR,12.15,"118,541",Complete,Existing,38.98419476,-77.42401873,4/10/2024,38.98419476
Loudoun County,Dulles 2000 Redevelopment,,15.35,"530,550",New,Proposed,38.97512596,-77.42687087,4/10/2024,38.97512596
Loudoun County,VISA USA INC,44901 RUSSELL BRANCH PKWY,41.28,"365,855",Complete,Existing,39.04920476,-77.44556813,4/10/2024,39.04920476
Loudoun County,BEAUMEADE LC PHASE III LLC,20935 LOUDOUN COUNTY PKWY,10.12,"147,600",Complete,Existing,39.0363794,-77.44978929,4/10/2024,39.0363794
Loudoun County,PowerHouse/AREP ABX-1,21529 BEAUMEADE CIR,10.18,"259,194",Complete,Existing,39.01957896,-77.45049386,4/10/2024,39.01957896
Loudoun County,DC 21/IAD 98,45305 W SEVERN WAY,24.36,"296,380",Complete,Existing,39.01945652,-77.43400188,4/10/2024,39.01945652
Loudoun County,GI TC 45360 SEVERN WAY LLC,45360 W SEVERN WAY,7.66,"126,900",Complete,Existing,39.02167671,-77.43291713,4/10/2024,39.02167671
Loudoun County,1304 SQUIRE CT,1304 SQUIRE CT,2.82,"36,000",Complete,Existing,39.02152866,-77.43475817,4/10/2024,39.02152866
